Model Year,"{1957, 1}","{1960, 2}","{1963, 3}","{1964, 2}","{1965, 8}","{1966, 7}","{1967, 3}","{1968, 6}","{1969, 4}","{1970, 4}","{1971, 6}","{1972, 11}","{1973, 12}","{1974, 11}","{1975, 7}","{1976, 11}","{1977, 21}","{1978, 21}","{1979, 28}","{1980, 17}","{1981, 29}","{1982, 23}","{1983, 54}","{1984, 97}","{1985, 118}","{1986, 157}","{1987, 193}","{1988, 278}","{1989, 396}","{1990, 584}","{1991, 809}","{1992, 1256}","{1993, 1873}","{1994, 3043}","{1995, 4768}","{1996, 6222}","{1997, 10366}","{1998, 14437}","{1999, 21483}","{2000, 30845}","{2001, 38135}","{2002, 46658}","{2003, 50370}","{2004, 51599}","{2005, 50105}","{2006, 46751}","{2007, 38122}","{2008, 25433}","{2009, 10333}","{2010, 7808}","{2011, 4995}","{2012, 2757}","{2013, 924}","{2014, 75}"
Mileage,"{0, 3206}","{10000, 2029}","{20000, 3515}","{30000, 5655}","{40000, 8497}","{50000, 12173}","{60000, 17147}","{70000, 22358}","{80000, 28338}","{90000, 34763}","{100000, 38844}","{110000, 38509}","{120000, 38566}","{130000, 37740}","{140000, 34168}","{150000, 29960}","{160000, 25607}","{170000, 20720}","{180000, 16983}","{190000, 13291}","{200000, 10381}","{210000, 7796}","{220000, 5663}","{230000, 4209}","{240000, 3056}","{250000, 2254}","{260000, 1587}","{270000, 1159}","{280000, 840}","{290000, 576}","{300000, 436}","{310000, 283}","{320000, 229}","{330000, 151}","{340000, 107}","{350000, 73}","{360000, 64}","{370000, 47}","{380000, 30}","{390000, 26}","{400000, 17}","{410000, 15}","{420000, 11}","{430000, 15}","{440000, 10}","{450000, 5}","{460000, 5}","{470000, 3}","{480000, 5}","{490000, 1}","{500000, 1}","{510000, 2}","{520000, 2}","{540000, 2}","{590000, 1}","{630000, 1}","{650000, 2}","{690000, 11}","{710000, 1}","{720000, 1}","{740000, 1}","{760000, 3}","{770000, 1}","{780000, 1}","{790000, 1}","{830000, 1}","{870000, 1}","{890000, 1}","{900000, 1}","{910000, 1}","{920000, 1}","{930000, 1}","{950000, 1}","{990000, 2}"
Issues,"{1957, 1, 0, 0, 0}","{1960, 2, 0, 0, 0}","{1963, 3, 0, 0, 0}","{1964, 2, 1, 0, 0}","{1965, 8, 2, 2, 4}","{1966, 7, 1, 0, 0}","{1967, 3, 0, 0, 0}","{1968, 6, 0, 0, 0}","{1969, 4, 0, 0, 0}","{1970, 4, 0, 0, 0}","{1971, 6, 0, 1, 0}","{1972, 11, 0, 0, 0}","{1973, 12, 1, 0, 0}","{1974, 11, 1, 1, 0}","{1975, 7, 0, 0, 0}","{1976, 11, 0, 1, 0}","{1977, 21, 2, 3, 2}","{1978, 21, 3, 2, 4}","{1979, 28, 5, 4, 8}","{1980, 17, 6, 1, 2}","{1981, 29, 5, 6, 10}","{1982, 23, 2, 3, 0}","{1983, 54, 8, 8, 10}","{1984, 97, 12, 10, 12}","{1985, 118, 18, 8, 10}","{1986, 157, 21, 13, 8}","{1987, 193, 36, 29, 28}","{1988, 278, 42, 33, 18}","{1989, 396, 63, 47, 24}","{1990, 584, 91, 69, 60}","{1991, 809, 126, 92, 82}","{1992, 1256, 183, 123, 90}","{1993, 1873, 270, 189, 136}","{1994, 3043, 410, 330, 204}","{1995, 4768, 645, 505, 300}","{1996, 6222, 806, 620, 344}","{1997, 10366, 1153, 968, 464}","{1998, 14437, 1555, 1242, 538}","{1999, 21483, 2247, 1845, 744}","{2000, 30845, 3045, 2551, 932}","{2001, 38135, 3548, 2849, 1014}","{2002, 46658, 4152, 3303, 1066}","{2003, 50370, 3858, 3266, 962}","{2004, 51599, 3429, 3253, 810}","{2005, 50105, 3316, 3032, 756}","{2006, 46751, 2671, 2423, 476}","{2007, 38122, 1846, 1809, 306}","{2008, 25433, 959, 1052, 130}","{2009, 10333, 269, 372, 38}","{2010, 7808, 130, 241, 20}","{2011, 4995, 43, 113, 6}","{2012, 2757, 18, 48, 0}","{2013, 924, 12, 12, 0}","{2014, 75, 0, 0, 0}"
